tweet,class
you are targeting yogi with cheap third rate person why dont you give some time to prove himself you are not a news paper you have hidden agenda and an axe to grind,1
i like this act but what i dont like is the new money is again going to wrong pockets we are struggling to get one rs note after standing in a huge line for hours but all the big shots are getting money to their homes directly from the bank what the hell is really going with the rbi and banks,1
indians are basically hypocrites it is a sex starved nation but is unwilling to discuss it openly bollywood films show the leading pair singing running around trees fully clothed in the next shot the actress is shown as pregnant what can we expect from people with double standards who think of sex all the time but try to sweep it under the carpet when it comes to issues like sex education,1
what is criteria of massive win indian express vs,1
you people say banks have not cut deposit rates please check rates have come down from average to current banks may have not cut their lending rates by that much please look into that rather than cutting deposit rates further also i hope bjp does not appoint a governor whose job will be to only cut interest rates,0
i am also living beside temple we have not create such a thing in mindwe muslim respect all religion we dont thing thats bhajans are disturbing us,1
proper dose of anything is good but overdose is harmful playing our national anthem in the middle of the game is also an insult to it it shows over patriotism only nullifies the very purpose and respect to our national anthem and many such people may not know the full version and meaning of it,1
because you have already chela of bjp rss,1
how do we know who claims responsibility do they post any video or statement if they are so friendly with journalist doesnt it makes journalist a terrorist,1
thats the difference between aap and rss,0
ever heard of sree padmanabha temple ever heard of trivandrum,1
ðÿ’¥part time jobs â­ earn daily â­ no registration fees â­ no hard work â­ govt certified company â­ if you want to join â­ type mobile job and send it to whatsapp â­ whatsapp num +,0
swollen cheekshe should retire or pack up and find a tolerant country elsewhere,1
